"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-01-05","GU","B",123,,0,,,,10,0,,3,90146,654,,,,,2,7357,7173,13,0,17,243,,,,7132,,0,97503,667,329,5883,,,,0,97319,664
"2021-01-05","HI","B",289,,0,,1817,1817,96,42,,18,,0,,,,,15,22650,22168,123,0,,,,,21969,11958,832476,4066,832476,4066,,,,,,0,,0
"2021-01-05","IA","A+",3999,,7,,,,582,0,,115,937415,602,,78405,1975711,,53,243829,243829,1021,0,,46281,9315,43476,263998,247853,,0,1181244,1623,,894222,87760,187445,1183491,1628,2251081,6983
"2021-01-05","ID","A",1459,1290,11,169,5745,5745,254,39,1036,54,431830,629,,,,,,143305,118478,798,0,,,,,,61493,,0,550308,1209,,52274,,,550308,1209,867462,3802
"2021-01-05","IL","A",18562,16959,150,1603,,,3905,0,,800,12625735,80244,,,,,457,991719,,6839,0,,,,,,,,0,13617454,87083,,,,,,0,13617454,87083
"2021-01-05","IN","A+",8663,8292,149,371,36121,36121,2907,265,6364,591,2148656,3288,,,,,326,533083,,3395,0,,,,,606160,354859,,0,5845344,31318,,,,,2681739,6683,5845344,31318
"2021-01-05","KS","A+",2897,,0,,6955,6955,662,0,1876,180,792812,0,,,,412,65,231317,,0,0,,,,,,4643,,0,1024129,0,,,,,1024129,0,,0
"2021-01-05","KY","A+",2772,2578,23,194,13850,13850,1760,56,3098,430,3008890,8367,,,,,215,280836,225611,1693,0,7102,19005,,,190465,37502,,0,3234501,9630,102678,182030,,,,0,3234501,9630
"2021-01-05","LA","A",7635,7241,50,394,,,1974,0,,,3981107,37529,,,,,205,326648,295825,4467,0,,,,,,263712,,0,4307755,41996,,223291,,,,0,4276932,41170
"2021-01-05","MA","A+",12734,12464,63,270,16098,16098,2428,0,,425,3710339,11590,,,,,264,397202,379633,4634,0,,,12915,,459850,261672,,0,11206212,59718,,,140254,379103,4089972,15768,11206212,59718
"2021-01-05","MD","A",6082,5913,55,169,27542,27542,1771,175,,410,2575342,5670,,154692,,,,289758,289758,1956,0,,,19059,,352155,9388,,0,5894499,24882,,,173751,,2865100,7626,5894499,24882
"2021-01-05","ME","A+",369,363,9,6,1117,1117,191,10,,50,1116539,8526,13117,,1111229,,21,26565,22448,597,0,560,4396,,,27063,11582,,0,1143104,9123,13689,96359,,,,0,1138987,8976
"2021-01-05","MI","A+",13608,12867,217,741,,,2758,0,,548,7772844,21976,,,7772844,,308,546642,504410,3031,0,,,,,638069,363611,,0,8319486,25007,440635,,,,,0,8410913,24546
"2021-01-05","MN","A",5461,5275,18,186,22337,22337,842,157,4708,155,2614260,2758,,,,,,425261,410036,1573,0,,,,,,406667,5499303,14452,5499303,14452,,239412,,,3024296,4164,,0
"2021-01-05","MO","A+",5825,,263,,,,2657,0,,612,1667274,2837,101384,91475,3254779,,345,405589,405589,2632,0,13818,47199,10549,,449019,,,0,3711328,13972,115418,390860,107153,177319,2072863,5469,3711328,13972
"2021-01-05","MP","D",2,2,0,,4,4,,0,,,17429,0,,,,,,122,122,0,0,,,,,,29,,0,17551,0,,,,,17542,0,26131,0
"2021-01-05","MS","A+",4975,3902,91,1073,8260,8260,1518,0,,349,1183578,55920,,,,,223,225444,151895,1767,0,95,,,,,182103,,0,1409022,57687,64321,486742,,,,0,1335473,67871
"2021-01-05","MT","A",1005,,30,,3686,3686,212,36,,37,729704,1488,,,,,22,83378,83378,714,0,,,,,,77449,,0,813082,2202,,,,,,0,813082,2202
"2021-01-05","NC","A+",6996,6552,55,444,,,3781,0,,813,6624775,27000,,,,,,575396,525813,5285,0,,,,,,487090,,0,7200171,32285,,278875,,,,0,7150588,31387
"2021-01-05","ND","B",1336,,17,,3597,3597,93,21,529,15,286188,515,11953,,,,,93494,90228,254,0,1442,,,,,90281,1258364,1859,1258364,1859,13395,45871,,,379682,769,1329081,2033
"2021-01-05","NE","A",1682,,10,,5321,5321,527,31,,,684715,645,,,1585220,,,169585,169585,585,0,,,,,194614,114249,,0,1781797,5889,,,,,854716,1231,1781797,5889
"2021-01-05","NH","B",792,,11,,918,918,305,2,303,,490464,2199,,,,,,47992,35362,664,0,,,,,,40720,,0,1061333,5566,36057,46255,34909,,525826,2625,1061333,5566
"2021-01-05","NJ","A",19382,17361,138,2021,49058,49058,3702,288,,679,7516254,206401,,,,,481,551419,499636,6271,0,,,,,,57439,,0,8067673,212672,,,,,,0,8015890,223176
"2021-01-05","NM","A",2594,,20,,10163,10163,740,129,,,1874960,9516,,,,,,148499,,1184,0,,,,,,70737,,0,2023459,10700,,,,,,0,2023459,10700
"2021-01-05","NV","A+",3235,,29,,,,1867,0,,415,972862,2568,,,,,278,235455,235455,2423,0,,,,,,,2150738,10296,2150738,10296,,,,,1208317,4991,,0
"2021-01-05","NY","B",30802,,154,,89995,89995,8590,0,,1392,25094838,139736,,,,,851,1041028,,12666,0,,,,,,105379,26135866,152402,26135866,152402,,,,,,0,,0
"2021-01-05","OH","A+",9247,8352,104,895,39650,39650,4446,538,6022,1054,7226102,24246,,,,,670,735003,656581,7580,0,,48135,,,682613,596221,,0,7882683,20052,,886882,,,,0,7882683,20052
"2021-01-05","OK","A+",2571,,19,,17554,17554,1909,61,,488,2429765,35447,,,2429765,,,308268,,1497,0,8943,,,,300206,271693,,0,2738033,36944,107663,,,,,0,2734583,43411
"2021-01-05","OR","A+",1506,,6,,6635,6635,520,137,,107,2604321,65560,,,2560960,,55,118453,74629,708,0,,,,,161817,5870,,0,2722777,70107,,,,,,0,2722777,70107
"2021-01-05","PA","A+",16546,,185,,,,5684,0,,1148,3315134,13948,,,,,700,673915,602875,8818,0,,,,,,471740,,0,3989049,22766,,,,,3918009,21227,7656209,59194
"2021-01-05","PR","B",1562,1296,7,266,,,423,0,,69,305972,0,,,303412,,74,79319,74458,514,0,57221,,,,7002,70374,,0,385291,514,,,,,,0,310546,0
"2021-01-05","RI","A+",1870,,15,,6837,6837,409,50,,56,559689,2411,,,1946881,,40,93852,,1144,0,,,,,112563,5682,2059444,13069,2059444,13069,,,,,653541,3555,,0
"2021-01-05","SC","A+",5498,5068,14,430,14851,14851,2344,53,,447,2970408,13642,90335,,2882982,,241,328073,302003,2601,0,17062,52129,,,389429,157106,,0,3298481,16243,107397,437379,,,,0,3272411,15960
"2021-01-05","SD","A+",1513,,0,,5764,5764,270,22,,56,276286,573,,,,,35,101076,91455,433,0,,,,,,93529,,0,377362,1006,,,,,377362,1006,779006,3380
"2021-01-05","TN","A+",7267,6241,99,1026,14835,14835,3465,75,,816,5149339,10574,,,5066078,,469,617649,537128,5399,0,,86762,,,620389,539207,,0,5766988,15973,,666463,,,,0,5686467,13228
"2021-01-05","TX","A",28219,,250,,,,13308,0,,3356,12663309,72855,,,,,,1843153,1626568,31630,0,93053,110302,,,1820127,1488189,,0,14289877,100710,798283,1257275,,,,0,14289877,100710
"2021-01-05","UT","A+",1312,,7,,11356,11356,578,116,1859,177,1320555,3579,,,2016750,650,,288951,257313,3318,0,,35188,,33769,278646,236196,,0,2295396,10709,,454560,,184310,1577868,5839,2295396,10709
"2021-01-05","VA","A+",5191,4572,59,619,18526,18526,2918,139,,558,4094982,18122,,,,,337,371913,309659,4377,0,17753,63223,,,382344,31735,4404641,21164,4404641,21164,189835,721628,,,,0,,0
"2021-01-05","VI","D",24,24,1,,,,,0,,,34642,276,,,,,,2055,,13,0,,,,,,1938,,0,36697,289,,,,,36784,321,,0
"2021-01-05","VT","B",149,,5,,,,44,0,,8,261167,1311,,,,,,8038,7843,165,0,,,,,,5463,,0,719758,6897,,,,,269010,1477,719758,6897
"2021-01-05","WA","B",3482,,23,,15160,15160,1117,49,,249,3689384,24793,,,,,109,256435,246376,1039,0,,,,,,,3935760,25788,3935760,25788,,,,,,0,,0
"2021-01-05","WI","A+",5366,4979,97,387,21796,21796,1123,216,2066,231,2370485,4805,,,,,,531890,491341,4019,0,,,,,,458650,5445697,22559,5445697,22559,,,,,2861826,8208,,0
"2021-01-05","WV","B",1442,1270,46,172,,,806,0,,214,1483746,9220,,,,,92,93162,75114,1276,0,,,,,,64404,,0,1576908,10496,26320,,,,,0,1558860,10005
"2021-01-05","WY","B",464,,26,,1168,1168,114,45,,,160827,154,,,462878,,,45569,38954,322,0,,,,,38891,43563,,0,515527,1193,,,,,199781,366,515527,1193
"2021-01-04","AK","A",218,,3,,1033,1033,97,0,,,1250686,3401,,,1240213,,9,46812,,260,0,,,,,55869,7165,,0,1297498,3661,,,,,,0,1297498,3661
"2021-01-04","AL","A",4878,4259,5,619,35430,35430,3064,1057,2445,,1601902,1632,,,,1399,,374095,301486,2161,0,,,,,,202137,,0,1903388,3318,,,88653,,1903388,3318,,0
"2021-01-04","AR","A+",3800,3178,51,622,11514,11514,1296,0,,412,1901966,4578,,,1901966,1234,212,234781,193655,1306,0,,,,48977,,207898,,0,2095621,5424,,,,254026,,0,2095621,5424
"2021-01-04","AS","D",0,,0,,,,,0,,,2140,0,,,,,,0,0,0,0,,,,,,,,0,2140,0,,,,,,0,2140,0
"2021-01-04","AZ","A+",9064,8173,3,891,39897,39897,4647,169,,1082,2404314,9906,,,,,782,561542,533275,5158,0,,,,,,79480,,0,5288658,31186,393204,,,,2937589,14822,5288658,31186
"2021-01-04","CA","B",26635,,97,,,,22003,0,,4671,31706119,284594,,,,,,2420894,2420894,29633,0,,,,,,,,0,34127013,314227,,,,,,0,34127013,314227
"2021-01-04","CO","A",4944,4290,10,654,18747,18747,1015,34,,,1836933,5058,254127,,,,,343435,329079,2185,0,32293,,,,,18403,4529774,27278,4529774,27278,287514,,,,2166012,7184,,0
"2021-01-04","CT","B",6168,4997,69,1171,12257,12257,1111,0,,,4274224,80983,,,,,,194636,183310,4516,0,,,,,,9800,,0,4468860,85499,,132291,,,,0,4457534,85344
"2021-01-04","DC","A+",797,,3,,,,251,0,,71,891215,2979,,,,,40,29904,,140,0,,,,,,21127,921119,3119,921119,3119,,,,,362057,562,,0
"2021-01-04","DE","A+",937,834,7,103,,,432,0,,52,459087,1801,,,,,,60333,57842,849,0,,,,,61515,18851,1004179,8083,1004179,8083,,,,,519420,2650,,0
"2021-01-04","FL","A",22415,,105,,64397,64397,7238,181,,,7520218,22720,578113,560932,12572955,,,1352222,1154585,10935,0,71851,,69600,,1760357,,16095888,75287,16095888,75287,650372,,630838,,8872440,33655,14397053,71627
"2021-01-04","GA","A+",10971,9900,7,1071,42595,42595,5514,112,7471,,4891684,16519,,,,,,591106,591106,4030,0,47231,,,104957,566075,,,0,5482790,20549,407192,,,,,0,5482790,20549
"2021-01-04","GU","B",123,,0,,,,8,0,,2,89492,617,,,,,2,7344,7163,17,0,17,243,,,,7089,,0,96836,634,326,5739,,,,0,96655,641
"2021-01-04","HI","B",289,,0,,1775,1775,86,0,,11,,0,,,,,9,22527,22045,89,0,,,,,21849,11958,828410,2454,828410,2454,,,,,,0,,0
"2021-01-04","IA","A+",3992,,46,,,,571,0,,117,936813,824,,78128,1969809,,55,242808,242808,701,0,,45458,9087,42668,262936,244677,,0,1179621,1525,,875556,87255,184968,1181863,1526,2244098,4779
"2021-01-04","ID","A",1448,1281,0,167,5706,5706,352,19,1030,84,431201,829,,,,,,142507,117898,308,0,,,,,,60820,,0,549099,1091,,52274,,,549099,1091,863660,2017
"2021-01-04","IL","A",18412,16834,90,1578,,,3948,0,,816,12545491,43195,,,,,471,984880,,5059,0,,,,,,,,0,13530371,48254,,,,,,0,13530371,48254
"2021-01-04","IN","A+",8514,8150,39,364,35856,35856,2836,210,6292,649,2145368,3966,,,,,321,529688,,3617,0,,,,,602535,351569,,0,5814026,21329,,,,,2675056,7583,5814026,21329
"2021-01-04","KS","A+",2897,,18,,6955,6955,662,52,1876,180,792812,8051,,,,412,65,231317,,3572,0,,,,,,4643,,0,1024129,11623,,,,,1024129,11623,,0
"2021-01-04","KY","A+",2749,2559,26,190,13794,13794,1737,55,3092,456,3000523,9950,,,,,216,279143,224348,2317,0,7054,18289,,,189223,37455,,0,3224871,14067,102490,177192,,,,0,3224871,14067
"2021-01-04","LA","A",7585,7198,48,387,,,1891,0,,,3943578,8170,,,,,207,322181,292184,1123,0,,,,,,263712,,0,4265759,9293,,217869,,,,0,4235762,9275
"2021-01-04","MA","A+",12671,12401,61,270,16098,16098,2339,0,,423,3698749,10838,,,,,258,392568,375455,4906,0,,,12915,,455201,261672,,0,11146494,55570,,,140254,374565,4074204,15196,11146494,55570
"2021-01-04","MD","A",6027,5859,33,168,27367,27367,1751,171,,418,2569672,11291,,154692,,,,287802,287802,2483,0,,,19059,,349733,9383,,0,5869617,35491,,,173751,,2857474,13774,5869617,35491
"2021-01-04","ME","A+",360,354,1,6,1107,1107,180,8,,47,1108013,20801,13111,,1102720,,20,25968,21998,376,0,557,3982,,,26601,11548,,0,1133981,21177,13680,89465,,,,0,1130011,22162
"2021-01-04","MI","A+",13391,12678,85,713,,,2698,0,,550,7750868,166414,,,7750868,,313,543611,502119,5490,0,,,,,635499,363611,,0,8294479,171904,439529,,,,,0,8386367,183614
"2021-01-04","MN","A",5443,5259,13,184,22180,22180,810,85,4676,156,2611502,-121,,,,,,423688,408630,3144,0,,,,,,405556,5484851,8655,5484851,8655,,238315,,,3020132,2823,,0
"2021-01-04","MO","A+",5562,,0,,,,2448,0,,590,1664437,1246,101162,91475,3243629,,324,402957,402957,1196,0,13697,46369,10549,,446232,,,0,3697356,6125,115074,385815,106883,174459,2067394,2442,3697356,6125
"2021-01-04","MP","D",2,2,0,,4,4,,0,,,17429,0,,,,,,122,122,0,0,,,,,,29,,0,17551,0,,,,,17542,0,26131,0
"2021-01-04","MS","A+",4884,3859,13,1025,8260,8260,1432,115,,337,1127658,0,,,,,205,223677,151087,1616,0,95,,,,,182103,,0,1351335,1616,60877,401956,,,,0,1267602,0
"2021-01-04","MT","A",975,,3,,3650,3650,191,19,,39,728216,14801,,,,,22,82664,82664,283,0,,,,,,76633,,0,810880,15084,,,,,,0,810880,15084
"2021-01-04","NC","A+",6941,6509,31,432,,,3635,0,,783,6597775,30038,,,,,,570111,521426,5187,0,,,,,,487090,,0,7167886,35225,,275518,,,,0,7119201,34807
"2021-01-04","ND","B",1319,,2,,3576,3576,98,6,528,15,285673,179,11953,,,,,93240,90096,199,0,1442,,,,,90013,1256505,2084,1256505,2084,13395,43735,,,378913,379,1327048,2313
"2021-01-04","NE","A",1672,,3,,5290,5290,511,20,,,684070,1038,,,1580032,,,169000,169000,738,0,,,,,193920,112856,,0,1775908,6110,,,,,853485,1781,1775908,6110
"2021-01-04","NH","B",781,,1,,916,916,319,3,303,,488265,1800,,,,,,47328,34936,878,0,,,,,,40347,,0,1055767,4713,36037,46108,34891,,523201,2316,1055767,4713
"2021-01-04","NJ","A",19244,17223,36,2021,48770,48770,3633,27,,664,7309853,0,,,,,476,545148,494317,2358,0,,,,,,57168,,0,7855001,2358,,,,,,0,7792714,0
"2021-01-04","NM","A",2574,,23,,10034,10034,703,128,,,1865444,5670,,,,,,147315,,921,0,,,,,,69903,,0,2012759,6591,,,,,,0,2012759,6591
"2021-01-04","NV","A+",3206,,23,,,,1879,0,,423,970294,23032,,,,,268,233032,233032,1414,0,,,,,,,2140442,17649,2140442,17649,,,,,1203326,24446,,0
"2021-01-04","NY","B",30648,,172,,89995,89995,8251,0,,1357,24955102,123151,,,,,843,1028362,,11209,0,,,,,,104939,25983464,134360,25983464,134360,,,,,,0,,0
"2021-01-04","OH","A+",9143,8262,67,881,39112,39112,4405,314,5978,1073,7201856,24391,,,,,691,727423,650929,5942,0,,47486,,,679003,585091,,0,7862631,30821,,882995,,,,0,7862631,30821
"2021-01-04","OK","A+",2552,,5,,17493,17493,1910,52,,498,2394318,0,,,2394318,,,306771,,2699,0,8943,,,,291996,267573,,0,2701089,2699,107663,,,,,0,2691172,0
"2021-01-04","OR","A+",1500,,8,,6498,6498,524,0,,119,2538761,0,,,2496394,,60,117745,74629,1397,0,,,,,156276,5870,,0,2652670,0,,,,,,0,2652670,0
"2021-01-04","PA","A+",16361,,66,,,,5630,0,,1182,3301186,3874,,,,,678,665097,595596,3226,0,,,,,,465567,,0,3966283,7100,,,,,3896782,6095,7597015,57039
"2021-01-04","PR","B",1555,1289,10,266,,,421,0,,77,305972,0,,,303412,,74,78805,73957,636,0,56988,,,,7002,69699,,0,384777,636,,,,,,0,310546,0
"2021-01-04","RI","A+",1855,,12,,6787,6787,415,281,,53,557278,2111,,,1935122,,40,92708,,633,0,,,,,111253,5636,2046375,8691,2046375,8691,,,,,649986,2744,,0
"2021-01-04","SC","A+",5484,5056,15,428,14798,14798,2155,71,,419,2956766,17008,90229,,2869765,,215,325472,299685,3803,0,17013,51014,,,386686,156090,,0,3282238,20811,107242,432727,,,,0,3256451,20600
"2021-01-04","SD","A+",1513,,0,,5742,5742,268,10,,55,275713,290,,,,,37,100643,91113,111,0,,,,,,93099,,0,376356,401,,,,,376356,401,775626,1758
"2021-01-04","TN","A+",7168,6182,143,986,14760,14760,3407,112,,825,5138765,11659,,,5055608,,471,612250,534474,3953,0,,83849,,,617631,530494,,0,5751015,15612,,650344,,,,0,5673239,14598
"2021-01-04","TX","A",27969,,52,,,,12961,0,,3317,12590454,119359,,,,,,1811523,1598713,18182,0,92554,108130,,,1799060,1464746,,0,14189167,135457,795422,1241302,,,,0,14189167,135457
"2021-01-04","UT","A+",1305,,4,,11240,11240,551,81,1837,167,1316976,3667,,,2008430,647,,285633,255053,2160,0,,34033,,32643,276257,234298,,0,2284687,9849,,441464,,180295,1572029,5687,2284687,9849
"2021-01-04","VA","A+",5132,4522,8,610,18387,18387,2765,77,,563,4076860,15261,,,,,339,367536,306617,3771,0,17687,60888,,,378485,31561,4383477,17997,4383477,17997,189476,700852,,,,0,,0
"2021-01-04","VI","D",23,23,0,,,,,0,,,34366,0,,,,,,2042,,1,0,,,,,,1920,,0,36408,1,,,,,36463,1,,0
"2021-01-04","VT","B",144,,4,,,,41,0,,4,259856,559,,,,,,7873,7677,80,0,,,,,,5361,,0,712861,1757,,,,,267533,636,712861,1757
"2021-01-04","WA","B",3459,,-2,,15111,15111,1138,363,,248,3664591,64936,,,,,116,255396,245381,8644,0,,,,,,,3909972,73152,3909972,73152,,,,,,0,,0
"2021-01-04","WI","A+",5269,4884,8,385,21580,21580,1069,51,2058,225,2365680,2505,,,,,,527871,487938,1626,0,,,,,,456529,5423138,12009,5423138,12009,,,,,2853618,3912,,0
"2021-01-04","WV","B",1396,1237,20,159,,,799,0,,205,1474526,5562,,,,,91,91886,74329,828,0,,,,,,63128,,0,1566412,6390,26227,,,,,0,1548855,6062
"2021-01-04","WY","B",438,,0,,1123,1123,114,9,,,160673,1145,,,462878,,,45247,38742,372,0,,,,,38891,43420,,0,514334,12550,,,,,199415,1877,514334,12550
"2021-01-03","AK","A",215,215,0,,1033,1033,87,3,,,1247285,3198,,,1236758,,7,46552,,290,0,,,,,55664,7165,,0,1293837,3488,,,,,,0,1293837,3488
"2021-01-03","AL","A",4873,4255,1,618,34373,34373,2885,0,2442,,1600270,6555,,,,1399,,371934,299800,2476,0,,,,,,202137,,0,1900070,8602,,,88557,,1900070,8602,,0
"2021-01-03","AR","A+",3749,3137,20,612,11514,11514,1234,27,,405,1897388,8766,,,1897388,1234,194,233475,192809,2033,0,,,,48432,,205462,,0,2090197,10409,,,,252221,,0,2090197,10409
"2021-01-03","AS","D",0,,0,,,,,0,,,2140,0,,,,,,0,0,0,0,,,,,,,,0,2140,0,,,,,,0,2140,0
"2021-01-03","AZ","A+",9061,8168,0,893,39728,39728,4557,289,,1081,2394408,1072,,,,,762,556384,528359,17234,0,,,,,,78690,,0,5257472,38751,392432,,,,2922767,17384,5257472,38751
"2021-01-03","CA","B",26538,,181,,,,21510,0,,4613,31421525,375992,,,,,,2391261,2391261,45352,0,,,,,,,,0,33812786,421344,,,,,,0,33812786,421344
"2021-01-03","CO","A",4934,4280,22,654,18713,18713,991,35,,,1831875,4869,252963,,,,,341250,326953,2078,0,32004,,,,,18305,4502496,27749,4502496,27749,286420,,,,2158828,6876,,0
"2021-01-03","CT","B",6099,4937,0,1162,12257,12257,1056,0,,,4193241,0,,,,,,190120,178949,0,0,,,,,,9800,,0,4383361,0,,132291,,,,0,4372190,0
"2021-01-03","DC","A+",794,,2,,,,245,0,,69,888236,6367,,,,,35,29764,,255,0,,,,,,21072,918000,6622,918000,6622,,,,,361495,1471,,0
"2021-01-03","DE","A+",930,828,0,102,,,421,0,,53,457286,1324,,,,,,59484,57035,611,0,,,,,60849,18851,996096,4778,996096,4778,,,,,516770,1935,,0
"2021-01-03","FL","A",22310,,100,,64216,64216,6969,187,,,7497498,24021,578113,560932,12515766,,,1341287,1147550,10228,0,71851,,69600,,1746256,,16020601,69851,16020601,69851,650372,,630838,,8838785,34249,14325426,66554
"2021-01-03","GA","A+",10964,9893,4,1071,42483,42483,5304,56,7466,,4875165,20176,,,,,,587076,587076,5077,0,47080,,,103824,561892,,,0,5462241,25253,406672,,,,,0,5462241,25253
"2021-01-03","GU","B",123,,0,,,,11,0,,2,88875,0,,,,,2,7327,7149,1,0,17,239,,,,7047,,0,96202,1,325,5645,,,,0,96014,0
"2021-01-03","HI","B",289,,0,,1775,1775,86,0,,11,,0,,,,,9,22438,21956,149,0,,,,,21766,11958,825956,3151,825956,3151,,,,,,0,,0
"2021-01-03","IA","A+",3946,,0,,,,577,0,,120,935989,1311,,78143,1965775,,52,242107,242107,865,0,,45041,9083,42273,262206,244021,,0,1178096,2176,,872129,87266,184153,1180337,2173,2239319,5725
"2021-01-03","ID","A",1448,1281,12,167,5687,5687,352,57,1024,84,430372,1604,,,,,,142199,117636,1122,0,,,,,,60164,,0,548008,2523,,52274,,,548008,2523,861643,1792
"2021-01-03","IL","A",18322,16755,105,1567,,,3817,0,,798,12502296,40996,,,,,462,979821,,4469,0,,,,,,,,0,13482117,45465,,,,,,0,13482117,45465
"2021-01-03","IN","A+",8475,8111,65,364,35646,35646,2714,239,6251,648,2141402,3796,,,,,326,526071,,2981,0,,,,,598551,348425,,0,5792697,23424,,,,,2667473,6777,5792697,23424
"2021-01-03","KS","A+",2879,,0,,6903,6903,825,0,1862,221,784761,0,,,,412,97,227745,,0,0,,,,,,4612,,0,1012506,0,,,,,1012506,0,,0
"2021-01-03","KY","A+",2723,2533,25,190,13739,13739,1677,53,3081,421,2990573,0,,,,,196,276826,222545,2855,0,7003,17936,,,187334,37375,,0,3210804,0,102295,175031,,,,0,3210804,0
"2021-01-03","LA","A",7537,7162,49,375,,,1833,0,,,3935408,36501,,,,,204,321058,291079,5783,0,,,,,,263712,,0,4256466,42284,,217582,,,,0,4226487,42103
"2021-01-03","MA","A+",12610,12341,108,269,16098,16098,2291,0,,416,3687911,8542,,,,,258,387662,371097,3481,0,,,12915,,450251,261672,,0,11090924,44831,,,140254,370296,4059008,11652,11090924,44831
"2021-01-03","MD","A",5994,5826,27,168,27196,27196,1709,145,,412,2558381,7841,,154692,,,,285319,285319,2148,0,,,19059,,346444,9378,,0,5834126,26460,,,173751,,2843700,9989,5834126,26460
"2021-01-03","ME","A+",359,353,1,6,1099,1099,180,8,,47,1087212,0,13031,,1082022,,20,25592,21693,347,0,545,3760,,,25153,11465,,0,1112804,347,13588,86293,,,,0,1107849,0
"2021-01-03","MI","A+",13306,12598,0,708,,,2758,0,,629,7584454,0,,,7584454,,368,538121,497127,0,0,,,,,618299,363611,,0,8122575,0,427428,,,,,0,8202753,0
"2021-01-03","MN","A",5430,5248,53,182,22095,22095,895,111,4658,196,2611623,31920,,,,,,420544,405686,2712,0,,,,,,403419,5476196,88260,5476196,88260,,237044,,,3017309,34456,,0
"2021-01-03","MO","A+",5562,,19,,,,2701,0,,627,1663191,2519,98986,91475,3238815,,350,401761,401761,2305,0,13529,45684,10549,,444942,,,0,3691231,11566,112730,381993,104791,171763,2064952,4824,3691231,11566
"2021-01-03","MP","D",2,2,0,,4,4,,0,,,17429,0,,,,,,122,122,0,0,,,,,,29,,0,17551,0,,,,,17542,0,26131,0
"2021-01-03","MS","A+",4871,3857,31,1014,8145,8145,1456,0,,346,1127658,0,,,,,219,222061,150385,1784,0,95,,,,,167263,,0,1349719,1784,60877,401956,,,,0,1267602,0
"2021-01-03","MT","A",972,,1,,3631,3631,192,13,,39,713415,2580,,,,,22,82381,82381,437,0,,,,,,76501,,0,795796,3017,,,,,,0,795796,3017
"2021-01-03","NC","A+",6910,6482,18,428,,,3576,0,,776,6567737,46790,,,,,,564924,516657,6487,0,,,,,,403488,,0,7132661,53277,,274061,,,,0,7084394,52932
"2021-01-03","ND","B",1317,,0,,3570,3570,98,9,527,16,285494,68,11953,,,,,93041,89955,150,0,1442,,,,,89879,1254421,526,1254421,526,13395,42834,,,378534,217,1324735,559
"2021-01-03","NE","A",1669,,1,,5270,5270,503,5,,,683032,795,,,1574795,,,168262,168262,546,0,,,,,193046,105963,,0,1769798,3694,,,,,851704,1342,1769798,3694
"2021-01-03","NH","B",780,,11,,913,913,325,3,302,,486465,6875,,,,,,46450,34420,1266,0,,,,,,39574,,0,1051054,18125,36016,46013,34874,,520885,4219,1051054,18125
"2021-01-03","NJ","A",19208,17187,21,2021,48743,48743,3521,107,,669,7309853,0,,,,,462,542790,492042,4088,0,,,,,,56873,,0,7852643,4088,,,,,,0,7792714,0
"2021-01-03","NM","A",2551,,17,,9906,9906,716,92,,,1859774,9824,,,,,,146394,,1015,0,,,,,,68876,,0,2006168,10839,,,,,,0,2006168,10839
"2021-01-03","NV","A+",3183,,32,,,,1871,0,,398,947262,2237,,,,,273,231618,231618,2747,0,,,,,,,2122793,11234,2122793,11234,,,,,1178880,4984,,0
"2021-01-03","NY","B",30476,,139,,89995,89995,7963,0,,1344,24831951,130977,,,,,815,1017153,,11368,0,,,,,,104402,25849104,142345,25849104,142345,,,,,,0,,0
"2021-01-03","OH","A+",9076,8199,59,877,38798,38798,4237,165,5933,1054,7177465,73130,,,,,684,721481,646474,6808,0,,46691,,,674886,579583,,0,7831810,36600,,878565,,,,0,7831810,36600
"2021-01-03","OK","A+",2547,,20,,17441,17441,1910,194,,498,2394318,0,,,2394318,,,304072,,8017,0,8943,,,,291996,265293,,0,2698390,8017,107663,,,,,0,2691172,0
"2021-01-03","OR","A+",1492,,2,,6498,6498,524,0,,119,2538761,0,,,2496394,,60,116348,74629,1009,0,,,,,156276,5870,,0,2652670,0,,,,,,0,2652670,0
